,NAICS.id,YEAR.id,ESTAB,CERT,DOCKET,ACTIVE,CHANGEC1,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHARTER,CLCODE,CMSA_NO,DENOVO,FDICDBS,FED,FED_RSSD,FEDCHRTR,IBA,INACTIVE,INSTCRCD,INSBIF,INSCOML,INSDIF,INSFDIC,INSSAIF,INSSAVE,MSA_NO,NEWCERT,OAKAR,OTSDIST,QBPRCOML,STCHRTR,SASSER,STCNTY,STNUM,SUPRV_FD,OCCDIST,UNINUM,ULTCERT,CFPBFLAG,REGAGENT2,CERTCONS,PARCERT,FORM31,HCTMULT,INSTAG,MUTUAL,RSSDHCR,STMULT,SUBCHAPS,TRUST,SPECGRP,TRACT,CSA_NO,CSA_FLG,CBSA_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_MICRO_FLG,CBSA_DIV_NO,CBSA_DIV_FLG,CB
1521,0,2016,1129,57807,17974,1,525,520,0,0,0,717974,33,70,0,2,2,3340725,1,0,0,0,0,0,1,1,0,1,5600,0,0,1,1,0,0,36081,36,2,1,425750,57807,0,0,0,0,0,0,0,0,0,0,1,0,5,0,408,1,35620,35620,1,0,35614,1,1
1522,0,2016,1129,57807,17974,1,525,520,0,0,0,717974,33,70,0,2,2,3340725,1,0,0,0,0,0,1,1,0,1,5600,0,0,1,1,0,0,36081,36,2,1,425750,57807,0,0,0,0,0,0,0,0,0,0,1,0,5,0,408,1,35620,35620,1,0,35614,1,1
1523,0,2016,1129,57807,17974,1,525,520,0,0,0,717974,33,70,0,2,2,3340725,1,0,0,0,0,0,1,1,0,1,5600,0,0,1,1,0,0,36081,36,2,1,425750,57807,0,0,0,0,0,0,0,0,0,0,1,0,5,0,408,1,35620,35620,1,0,35614,1,1
1524,0,2016,1129,57807,17974,1,525,520,0,0,0,717974,33,70,0,2,2,3340725,1,0,0,0,0,0,1,1,0,1,5600,0,0,1,1,0,0,36081,36,2,1,425750,57807,0,0,0,0,0,0,0,0,0,0,1,0,5,0,408,1,35620,35620,1,0,35614,1,1
1525,0,2016,1129,57807,17974,1,525,520,0,0,0,717974,33,70,0,2,2,3340725,1,0,0,0,0,0,1,1,0,1,5600,0,0,1,1,0,0,36081,36,2,1,425750,57807,0,0,0,0,0,0,0,0,0,0,1,0,5,0,408,1,35620,35620,1,0,35614,1,1
1526,0,2016,3127,9405,0,0,223,999,0,0,0,0,21,70,0,2,2,141604,0,0,1,0,1,1,0,1,0,0,5600,19545,0,1,1,1,0,36047,36,2,1,6042,57890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1527,0,2016,3127,30243,5031,0,223,0,0,0,0,0,33,70,0,2,2,251679,1,0,1,0,0,0,1,1,0,1,5600,16049,0,1,1,0,0,36047,36,2,1,43077,58564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1528,0,2016,3127,16008,0,0,223,999,0,0,0,0,42,70,0,2,2,104506,0,0,1,0,1,0,0,1,0,1,5600,16013,0,1,1,1,0,36047,36,2,1,10238,57890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1529,0,2016,3127,29564,3672,0,240,0,0,0,0,0,38,70,0,2,2,742300,1,0,1,0,0,0,0,1,1,1,5600,0,0,1,1,0,0,36047,36,2,1,42398,29564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1530,0,2016,3127,33548,9623,0,223,999,0,0,0,0,44,70,0,2,2,611107,1,0,1,0,1,0,0,1,0,1,5600,33876,0,1,1,0,0,36047,36,2,1,47428,57890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
1531,0,2016,3127,16018,7816,0,223,999,999,0,0,0,41,70,0,2,2,1003606,0,0,1,0,0,0,1,1,0,1,5600,29950,0,1,1,1,0,36047,36,2,1,10248,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,35620,35620,1,0,35614,1,0
